gene_symbol,chem_id,chem_name,action_norm,action_family
ACAT2,MESH:C005460,uranyl acetate,affects^expression,other
ACAT2,MESH:C006780,bisphenol A,affects^expression,other
ACAT2,MESH:C027579,periodate-oxidized adenosine,affects^expression,other
ACAT2,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACAT2,MESH:D000077209,Decitabine,affects^expression,other
ACAT2,MESH:D002945,Cisplatin,affects^expression,other
ACAT2,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACAT2,MESH:D014501,Uranium,affects^expression,other
ACAT2,MESH:D014635,Valproic Acid,affects^expression,other
ACAT2,MESH:D014747,Vinblastine,affects^response to substance,other
ACAT2,MESH:D019772,Topotecan,affects^response to substance,other
ACAT2,MESH:D024483,Vitamin K 3,affects^expression,other
ACBD3,MESH:C004648,testosterone enanthate,affects^expression,other
ACBD3,MESH:D006861,Hydrogen Peroxide,affects^expression,other
ACBD3,MESH:D010634,Phenobarbital,affects^expression,other
ACBD4,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACBD4,MESH:D007854,Lead,affects^expression,other
ACBD4,MESH:D016604,Aflatoxin B1,affects^expression,other
ACBD5,MESH:D006861,Hydrogen Peroxide,affects^expression,other
ACBD5,MESH:D007854,Lead,affects^expression,other
ACBD5,MESH:D014635,Valproic Acid,affects^expression,other
ACBD6,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACBD6,MESH:D014635,Valproic Acid,affects^expression,other
ACBD7,MESH:C012589,trichostatin A,affects^expression,other
ACBD7,MESH:C017947,sodium arsenite,affects^expression,other
ACCS,MESH:D000077209,Decitabine,affects^expression,other
ACCS,MESH:D002945,Cisplatin,affects^expression,other
ACCS,MESH:D014635,Valproic Acid,affects^expression,other
ACCSL,MESH:C585473,"theaflavin-3,3'-digallate",affects^expression,other
ACCSL,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACD,MESH:C005445,triphenyl phosphate,affects^expression,other
ACD,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACD,MESH:D006861,Hydrogen Peroxide,affects^expression,other
ACD,MESH:D012645,Selenomethionine,affects^expression,other
ACE,MESH:C044946,benazepril,affects^response to substance,other
ACE,MESH:D001241,Aspirin,affects^response to substance,other
ACE,MESH:D004656,Enalapril,affects^cotreatment|affects^response to substance,other
ACE,MESH:D006861,Hydrogen Peroxide,affects^cotreatment|affects^response to substance,other
ACE,MESH:D008790,Metoprolol,affects^response to substance,other
ACE,MESH:D009151,Mustard Gas,affects^response to substance,other
ACE,MESH:D010656,Phenylephrine,affects^response to substance,other
ACE,MESH:D012965,Sodium Chloride,affects^cotreatment|affects^response to substance,other
ACE,MESH:D017315,Cilazapril,affects^response to substance,other
ACE,MESH:D020913,Perindopril,affects^response to substance,other
ACE2,MESH:C044946,benazepril,affects^cotreatment|affects^response to substance,other
ACE2,MESH:C044946,benazepril,affects^response to substance,other
ACE2,MESH:D000077405,Irbesartan,affects^response to substance,other
ACE2,MESH:D014635,Valproic Acid,affects^expression,other
ACER2,MESH:C005445,triphenyl phosphate,affects^expression,other
ACER2,MESH:C006780,bisphenol A,affects^expression,other
ACER3,MESH:C012589,trichostatin A,affects^expression,other
ACER3,MESH:D011794,Quercetin,affects^expression,other
ACER3,MESH:D014635,Valproic Acid,affects^expression,other
ACHE,MESH:C039961,"S-(1,2-dichlorovinyl)cysteine",affects^response to substance|increases^expression,activates
ACHE,MESH:D007854,Lead,affects^expression,other
ACHE,MESH:D008070,Lipopolysaccharides,affects^response to substance|increases^expression,activates
ACHE,MESH:D009943,Organophosphorus Compounds,affects^response to substance,other
ACHE,MESH:D010575,Pesticides,affects^response to substance,other
ACHE,MESH:D019311,Staurosporine,affects^response to substance|increases^activity,activates
ACIN1,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACIN1,MESH:C080276,mono(2-ethyl-5-oxohexyl)phthalate,affects^expression,other
ACIN1,MESH:D002220,Carbamazepine,affects^expression,other
ACIN1,MESH:D004008,Diclofenac,affects^expression,other
ACIN1,MESH:D014635,Valproic Acid,affects^expression,other
ACKR3,MESH:C005445,triphenyl phosphate,affects^expression,other
ACKR3,MESH:C015001,arsenite,affects^expression,other
ACKR3,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACKR3,MESH:C539933,pevonedistat,affects^expression,other
ACKR3,MESH:D001151,Arsenic,affects^cotreatment|affects^expression,other
ACKR3,MESH:D001151,Arsenic,affects^expression,other
ACKR3,MESH:D002220,Carbamazepine,affects^expression,other
ACKR3,MESH:D005492,Folic Acid,affects^expression,other
ACKR3,MESH:D008070,Lipopolysaccharides,affects^expression|affects^reaction,other
ACKR3,MESH:D008070,Lipopolysaccharides,affects^expression,other
ACKR3,MESH:D010634,Phenobarbital,affects^expression,other
ACKR3,MESH:D010936,Plant Extracts,affects^expression|affects^reaction,other
ACKR3,MESH:D013629,Tamoxifen,affects^expression,other
ACKR3,MESH:D016604,Aflatoxin B1,affects^expression,other
ACKR3,MESH:D019308,Palmitic Acid,affects^cotreatment|affects^expression,other
ACKR3,MESH:D020849,Raloxifene Hydrochloride,affects^expression,other
ACKR4,MESH:D005492,Folic Acid,affects^expression,other
ACLY,MESH:C005445,triphenyl phosphate,affects^expression,other
ACLY,MESH:C006780,bisphenol A,affects^expression,other
ACLY,MESH:C017947,sodium arsenite,affects^expression,other
ACLY,MESH:C560077,trametinib,affects^expression|affects^reaction|affects^response to substance,other
ACLY,MESH:D000077484,Vemurafenib,affects^expression|affects^reaction|affects^response to substance,other
ACLY,MESH:D000077484,Vemurafenib,affects^expression|affects^response to substance,other
ACLY,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACLY,MESH:D014635,Valproic Acid,affects^expression,other
ACLY,MESH:D015570,Josamycin,affects^response to substance,other
ACMSD,MESH:D016604,Aflatoxin B1,affects^expression,other
ACO1,MESH:C012589,trichostatin A,affects^expression,other
ACO1,MESH:C119536,nickel acetate,affects^expression,other
ACO1,MESH:D000393,Air Pollutants,affects^expression|increases^abundance,activates
ACO1,MESH:D004317,Doxorubicin,affects^response to substance,other
ACO1,MESH:D006861,Hydrogen Peroxide,affects^expression,other
ACO1,MESH:D010126,Ozone,affects^expression|increases^abundance,activates
ACO1,MESH:D010634,Phenobarbital,affects^expression,other
ACO1,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACO1,MESH:D014635,Valproic Acid,affects^expression,other
ACO1,MESH:D016685,Mitomycin,affects^response to substance,other
ACO2,MESH:D004317,Doxorubicin,affects^expression,other
ACO2,MESH:D012645,Selenomethionine,affects^expression,other
ACO2,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACO2,MESH:D024483,Vitamin K 3,affects^expression,other
ACOT1,MESH:C013320,tris(2-butoxyethyl) phosphate,affects^expression,other
ACOT1,MESH:D013749,Tetrachlorodibenzodioxin,affects^expression,other
ACOT11,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOT11,MESH:C013320,tris(2-butoxyethyl) phosphate,affects^expression,other
ACOT11,MESH:D006861,Hydrogen Peroxide,affects^expression,other
ACOT12,MESH:D013749,Tetrachlorodibenzodioxin,affects^expression,other
ACOT13,MESH:C044887,beta-methylcholine,affects^expression,other
ACOT13,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACOT13,MESH:D000077209,Decitabine,affects^expression,other
ACOT13,MESH:D002220,Carbamazepine,affects^expression,other
ACOT13,MESH:D002945,Cisplatin,affects^expression,other
ACOT13,MESH:D005472,Fluorouracil,affects^response to substance,other
ACOT13,MESH:D006861,Hydrogen Peroxide,affects^expression,other
ACOT13,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACOT13,MESH:D014635,Valproic Acid,affects^expression,other
ACOT13,MESH:D014747,Vinblastine,affects^response to substance,other
ACOT13,MESH:D015123,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",affects^expression,other
ACOT13,MESH:D024483,Vitamin K 3,affects^expression,other
ACOT2,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOT2,MESH:D004317,Doxorubicin,affects^expression,other
ACOT2,MESH:D016685,Mitomycin,affects^response to substance,other
ACOT4,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACOT4,MESH:D016604,Aflatoxin B1,affects^expression,other
ACOT6,MESH:C585473,"theaflavin-3,3'-digallate",affects^expression,other
ACOT7,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOT7,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACOT7,MESH:D000082,Acetaminophen,affects^response to substance,other
ACOT7,MESH:D005472,Fluorouracil,affects^response to substance,other
ACOT7,MESH:D014635,Valproic Acid,affects^expression,other
ACOT8,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOT8,MESH:D000393,Air Pollutants,affects^expression|increases^abundance,activates
ACOT8,MESH:D010126,Ozone,affects^expression|increases^abundance,activates
ACOT9,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOT9,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACOT9,MESH:D002220,Carbamazepine,affects^expression,other
ACOX1,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOX1,MESH:C009618,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",affects^expression,other
ACOX1,MESH:C009618,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",affects^expression|affects^reaction,other
ACOX1,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACOX1,MESH:C078814,anandamide,affects^expression|affects^reaction,other
ACOX1,MESH:C488250,oleoylethanolamide,affects^expression|affects^reaction,other
ACOX1,MESH:D005230,"Fatty Acids, Nonesterified",affects^expression,other
ACOX1,MESH:D014635,Valproic Acid,affects^expression,other
ACOX2,MESH:D000077209,Decitabine,affects^expression,other
ACOX2,MESH:D002945,Cisplatin,affects^expression,other
ACOX2,MESH:D014635,Valproic Acid,affects^expression,other
ACOX2,MESH:D016604,Aflatoxin B1,affects^expression,other
ACOX3,MESH:C005445,triphenyl phosphate,affects^expression,other
ACOX3,MESH:D000082,Acetaminophen,affects^response to substance,other
ACP1,MESH:D000393,Air Pollutants,affects^expression|increases^abundance,activates
ACP1,MESH:D000395,"Air Pollutants, Occupational",affects^expression,other
ACP1,MESH:D004317,Doxorubicin,affects^response to substance,other
ACP1,MESH:D010126,Ozone,affects^expression|increases^abundance,activates
ACP1,MESH:D014635,Valproic Acid,affects^expression,other
ACP1,MESH:D014747,Vinblastine,affects^response to substance,other
ACP2,MESH:C005445,triphenyl phosphate,affects^expression,other
ACP2,MESH:C006780,bisphenol A,affects^expression,other
ACP2,MESH:C030984,pyrene,affects^expression,other
ACP2,MESH:C030984,pyrene,affects^cotreatment|affects^expression,other
ACP2,MESH:C031181,phenanthrene,affects^cotreatment|affects^expression,other
ACP2,MESH:C031181,phenanthrene,affects^expression,other
ACP2,MESH:C031721,naphthalene,affects^cotreatment|affects^expression,other
ACP2,MESH:C031721,naphthalene,affects^expression,other
ACP2,MESH:C034020,anthracene,affects^expression,other
ACP2,MESH:C034020,anthracene,affects^cotreatment|affects^expression,other
ACP2,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACP2,MESH:D002220,Carbamazepine,affects^expression,other
ACP2,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACP2,MESH:D015655,1-Methyl-4-phenylpyridinium,affects^expression,other
ACP3,MESH:C005445,triphenyl phosphate,affects^expression,other
ACP3,MESH:C008493,methylselenic acid,affects^expression,other
ACP3,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACP3,MESH:D000395,"Air Pollutants, Occupational",affects^expression,other
ACP3,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACP3,MESH:D014212,Tretinoin,affects^expression,other
ACP3,MESH:D014635,Valproic Acid,affects^expression,other
ACP3,MESH:D015123,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",affects^expression,other
ACP5,MESH:C008437,"2,2'-methylenebis(4-methyl-6-tert-butylphenol)",affects^expression|affects^response to substance,other
ACP5,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACP5,MESH:C101816,perfluoro-n-nonanoic acid,affects^expression,other
ACP5,MESH:D000077209,Decitabine,affects^expression,other
ACP5,MESH:D011078,Polychlorinated Biphenyls,affects^expression,other
ACP5,MESH:D014028,Tobacco Smoke Pollution,affects^expression,other
ACP6,MESH:C039961,"S-(1,2-dichlorovinyl)cysteine",affects^response to substance|increases^expression,activates
ACP6,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACP6,MESH:D008070,Lipopolysaccharides,affects^response to substance|increases^expression,activates
ACRBP,MESH:C005445,triphenyl phosphate,affects^expression,other
ACRBP,MESH:C065087,di-n-butylphosphoric acid,affects^expression,other
ACRBP,MESH:C585473,"theaflavin-3,3'-digallate",affects^expression,other
ACSBG1,MESH:C005445,triphenyl phosphate,affects^expression,other
ACSBG1,MESH:C017947,sodium arsenite,affects^expression,other
ACSBG1,MESH:D002220,Carbamazepine,affects^expression,other
ACSF2,MESH:C005445,triphenyl phosphate,affects^expression,other
ACSF2,MESH:C006780,bisphenol A,affects^expression,other
ACSF2,MESH:C013320,tris(2-butoxyethyl) phosphate,affects^expression,other
ACSF2,MESH:C039961,"S-(1,2-dichlorovinyl)cysteine",affects^response to substance|increases^expression,activates
