chem_id,chem_name,top3
MESH:C534883,10074-G5,Signal Transduction (2); Generic Transcription Pathway (2); Cellular responses to stress (2)
MESH:C112297,"10,10-bis(4-pyridinylmethyl)-9(10H)-anthracenone",Neuronal System (3); Potassium Channels (3); Voltage gated Potassium channels (3)
MESH:C004822,"10,11-dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide",Metabolism (1); Biological oxidations (1); Phase I - Functionalization of compounds (1)
MESH:C039775,"10,11-dihydro-10-hydroxycarbamazepine",Drug ADME (2); Metabolism (1); Biological oxidations (1)
MESH:C496879,103D5R,Cytokine Signaling in Immune system (3); Signal Transduction (3); Cell Cycle (3)
MESH:C553100,10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,"Hemostasis (4); Platelet activation, signaling and aggregation (3); Platelet Aggregation (Plug Formation) (3)"
MESH:C532038,10-(6'-plastoquinonyl)decyltriphenylphosphonium,Disease (4); Metabolism of proteins (4); Post-translational protein modification (4)
MESH:C095360,10-deacetylpaclitaxel,Abacavir transmembrane transport (1); Abacavir ADME (1); Transport of small molecules (1)
MESH:C067795,10-decarbamoylmitomycin C,Immune System (12); Signal Transduction (11); Cytokine Signaling in Immune system (9)
MESH:C403065,10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,Hemostasis (2); Immune System (2); Developmental Biology (1)
MESH:C010161,10-formyltetrahydropteroylglutamic acid,Metabolism (1); Metabolism of folate and pterines (1); Metabolism of water-soluble vitamins and cofactors (1)
MESH:C013567,10-hydroxynortriptyline,Metabolism (1); Biological oxidations (1); Cytochrome P450 - arranged by substrate type (1)
MESH:C065719,10-hydroxywarfarin,Metabolism (3); Biological oxidations (3); Drug ADME (3)
MESH:C554291,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",Signal Transduction (4); Disease (3); Immune System (3)
MESH:C476829,"10-methoxy-5-(2-propenyl)-2,5-dihydro-2,2,4-trimethyl-1H-(1)benzopyrano(3,4-f)quinoline",Generic Transcription Pathway (1); Nuclear Receptor transcription pathway (1); RNA Polymerase II Transcription (1)
MESH:C549914,"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one",Cytokine Signaling in Immune system (2); Immune System (2); Signaling by Interleukins (2)
MESH:C521487,10-nitro-oleic acid,Immune System (13); Signal Transduction (12); Cytokine Signaling in Immune system (11)
MESH:C552819,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,Signal Transduction (8); Disease (8); Immune System (7)
MESH:C471674,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",Signal Transduction (7); Disease (5); Generic Transcription Pathway (5)
MESH:C025205,"1,10-phenanthroline",Metabolism (26); Signal Transduction (18); Immune System (17)
MESH:C490191,"11,11'-dideoxyverticilin",Metabolism (1); Glycerophospholipid biosynthesis (1); Synthesis of PI (1)
MESH:C046783,"11,12-epoxy-5,8,14-eicosatrienoic acid",Metabolism (8); Biological oxidations (5); Cytochrome P450 - arranged by substrate type (5)
MESH:C575715,"1,1,1,3,3,3-hexafluoro-2-(2-fluoro-4'-((4-(pyridin-4-ylmethyl)piperazin-1-yl)methyl)-(1,1'-biphenyl)-4-yl)propan-2-ol",Generic Transcription Pathway (1); RNA Polymerase II Transcription (1); Gene expression (Transcription) (1)
MESH:C527346,"11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid",COX reactions (1); Metabolism (1); Biological oxidations (1)
MESH:C507387,111In-DOTA-TOC,Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C495657,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",Metabolism (10); Biological oxidations (10); Cytochrome P450 - arranged by substrate type (10)
MESH:C024566,"1,1,1-trichloroethane",Neurotransmitter receptors and postsynaptic signal transmission (3); Transmission across Chemical Synapses (3); Neuronal System (3)
MESH:C006718,"1,12-benzoperylene",Disease (23); Signal Transduction (22); Gene expression (Transcription) (22)
MESH:C532626,"1-(1'-(2-methylbenzyl)-1,4'-bipiperidin-4-yl)-1H-benzo(d)imidazol-2-(3H)-one",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C561234,"11-(2-pyrrolidin-1-ylethoxy)-14,19-dioxa-5,7,26-triazatetracyclo(19.3.1.1(2,6).1(8,12))heptacosa-1(25),2(26),3,5,8,10,12(27),16,21,23-decaene",Signal Transduction (4); Disease (4); Immune System (4)
MESH:C572723,"1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane",Metabolism (1); Signal Transduction (1); Signaling by GPCR (1)
MESH:C557705,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,Metabolism (1); Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET) (1); Arachidonate metabolism (1)
MESH:C552530,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",Cellular responses to stimuli (12); Signal Transduction (11); Disease (11)
MESH:C492909,"1,1-bis(3'-indolyl)-1-(4-trifluoromethylphenyl)methane",Disease (7); Gene expression (Transcription) (7); Generic Transcription Pathway (6)
MESH:C000705689,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",Signal Transduction (2); Developmental Biology (1); Signaling by WNT (1)
MESH:C052383,"1,1-bis(4-hydroxyphenyl)-2-phenylbut-1-ene",Signal Transduction (4); Cytokine Signaling in Immune system (3); Immune System (3)
MESH:C054400,11-(dansylamino)undecanoic acid,Metabolism (2); Innate Immune System (2); Immune System (2)
MESH:C049235,11-dehydro-thromboxane B2,"Metabolism (1); Plasma lipoprotein assembly, remodeling, and clearance (1); Metabolism of vitamins and cofactors (1)"
MESH:C034008,11-deoxyprostaglandin E1,Cytokine Signaling in Immune system (1); Metabolism (1); Signal Transduction (1)
MESH:C084012,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",Hemostasis (2); Nitric oxide stimulates guanylate cyclase (2); Muscle contraction (2)
MESH:C432747,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",Signal Transduction (12); Cytokine Signaling in Immune system (9); Disease (9)
MESH:C037220,"1,1-diphenylhydrazine",Metabolism (1); Biological oxidations (1); Cytochrome P450 - arranged by substrate type (1)
MESH:C547593,1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one,Metabolism (3); Biological oxidations (2); Phase I - Functionalization of compounds (2)
MESH:C027356,"11-hydroxy-5,8,12,14-eicosatetraenoic acid",Metabolism (2); Arachidonate metabolism (2); Synthesis of Prostaglandins (PG) and Thromboxanes (TX) (2)
MESH:C003582,11-hydroxyandrostenedione,Metabolism (1); Glyoxylate metabolism and glycine degradation (1); Metabolism of amino acids and derivatives (1)
MESH:C001427,11-hydroxy-delta(9)-tetrahydrocannabinol,Metabolism (1); Triglyceride catabolism (1); Metabolism of porphyrins (1)
MESH:C000593259,"1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine",PIP3 activates AKT signaling (1); Developmental Biology (1); Signal Transduction (1)
MESH:C447943,11-keto-boswellic acid,SUMOylation (2); SUMO E3 ligases SUMOylate target proteins (2); Metabolism of proteins (2)
MESH:C561619,1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea,Cytokine Signaling in Immune system (4); Immune System (4); Cellular responses to stress (4)
MESH:C519817,"1-(1-methylethyl)-4-((1-(6-(trifluoromethyl)-3-pyridinyl)-4-piperidinyl)carbonyl)hexahydro-1H-1,4-diazepine",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C471568,11-Mrp-14-Nal-18-Cys-22-Asp-beta-MSH(11-22)NH2,Developmental Biology (1); Signal Transduction (1); Signaling by GPCR (1)
MESH:C048241,1-(1-naphthyl)piperazine,Cytokine Signaling in Immune system (1); Metabolism (1); Immune System (1)
MESH:C016780,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,Signal Transduction (60); Developmental Biology (37); Disease (31)
MESH:C435044,1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,Cytokine Signaling in Immune system (6); Immune System (6); Signaling by Interleukins (6)
MESH:C571448,11-oxoeicosatetraenoic acid,Metabolism (1); Biosynthesis of Lipoxins (LX) (1); Arachidonate metabolism (1)
MESH:C569194,1-(1- pentyl-1H-indol-3-yl)-2-(2-methoxyphenyl)ethanone,Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C586414,1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone,Signal Transduction (3); Signaling by GPCR (3); Class A/1 (Rhodopsin-like receptors) (3)
MESH:C402363,1-(1-propynyl)pyrene,Metabolism (1); Disease (1); Biological oxidations (1)
MESH:C530925,1-(2-(1-adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea,Signal Transduction (1); Signaling by GPCR (1); Class B/2 (Secretin family receptors) (1)
MESH:C046839,"1,2,3,4,6,7,8-heptachlorodibenzodioxin",Metabolism (3); PPARA activates gene expression (3); Biological oxidations (3)
MESH:C473650,"1,2,3,4,6,7,8-heptachlorodibenzofuran",Metabolism (3); PPARA activates gene expression (3); Biological oxidations (3)
MESH:C412791,"1,2,3,4,6,7-hexachlorinated naphthalene",Metabolism (2); PPARA activates gene expression (2); Biological oxidations (2)
MESH:C051412,"1,2,3,4,7,8-hexachlorodibenzofuran",Metabolism (3); PPARA activates gene expression (3); Biological oxidations (3)
MESH:C501656,"1,2,3,4,8,9,10,10a-octahydro-7bH-cyclopenta(b)(1,4)diazepino(6,7,1hj)indole",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C093337,"1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine",Innate Immune System (9); Immune System (9); Neutrophil degranulation (5)
MESH:C063159,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,Signal Transduction (5); Immune System (4); Hemostasis (3)
MESH:C084924,"1,2,3,4-tetrahydro-1-(phenylmethyl)isoquinoline",Antiviral mechanism by IFN-stimulated genes (1); Cytokine Signaling in Immune system (1); Immune System (1)
MESH:C014843,"1,2,3,4-tetrahydroisoquinoline",Signal Transduction (2); Interleukin-6 signaling (1); MAPK3 (ERK1) activation (1)
MESH:C078986,"1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",Developmental Biology (1); Signal Transduction (1); Macroautophagy (1)
MESH:C575652,"1,2,3,5,6,7-hexachloronaphthalene",Metabolism (2); PPARA activates gene expression (2); Biological oxidations (2)
MESH:C030387,"1,2,3,5-tetrachlorobenzene",Metabolism (2); Biological oxidations (2); Cytochrome P450 - arranged by substrate type (2)
MESH:C046838,"1,2,3,6,7,8-hexachlorodibenzodioxin",Metabolism (2); PPARA activates gene expression (2); Biological oxidations (2)
MESH:C051452,"1,2,3,7,8-pentachlorodibenzo-p-dioxin",Metabolism (4); Biological oxidations (4); Cytochrome P450 - arranged by substrate type (4)
MESH:C504897,12-(3-adamantan-1-ylureido)dodecanoic acid,Developmental Biology (4); Signal Transduction (4); Disease (4)
MESH:C570533,"1-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-4-((6-fluoropyridin-3-yl)methyl)piperazine",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C099060,1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol,Signal Transduction (3); Signaling by GPCR (3); Class A/1 (Rhodopsin-like receptors) (3)
MESH:C009536,"1,2,3-trichloropropane",Cytokine Signaling in Immune system (2); Signal Transduction (2); Immune System (2)
MESH:C013721,"1,24,25-trihydroxyvitamin D3",Metabolism (2); Vitamin D (calciferol) metabolism (2); Metabolism of lipids (2)
MESH:C539551,"1,2,4,5-benzenetetraamine",Developmental Biology (4); Cellular responses to stimuli (4); Hemostasis (3)
MESH:C063087,"1,24-dihydroxyvitamin D2",Metabolism (1); Vitamin D (calciferol) metabolism (1); Generic Transcription Pathway (1)
MESH:C045575,"1,2,4-triazole",Metabolism (3); Erythrocytes take up carbon dioxide and release oxygen (2); Erythrocytes take up oxygen and release carbon dioxide (2)
MESH:C494034,"1,2,4-triazolo(1,5-c)pyrimidine",Signal Transduction (1); Signaling by NTRKs (1); Activation of TRKA receptors (1)
MESH:C009947,"1,2,4-trichlorobenzene",Metabolism (3); Biological oxidations (3); Cytochrome P450 - arranged by substrate type (3)
MESH:C026486,"1,2,5,6-dibenzanthracene",Metabolism (21); Metabolism of proteins (14); Signal Transduction (13)
MESH:C101879,"(1,2,5,6-tetrahydropyridin-4-yl)methylphosphinic acid",Neurotransmitter receptors and postsynaptic signal transmission (1); Transmission across Chemical Synapses (1); Neuronal System (1)
MESH:C543211,"1,2,5,8-tetrahydroxy anthraquinone",Signal Transduction (11); Disease (11); Cell Cycle (9)
MESH:C087630,"1,25-dihydroxy-16-ene-vitamin D3",Metabolism (1); Disease (1); Vitamin D (calciferol) metabolism (1)
MESH:C046127,"1,25-dihydroxy-26,27-dimethylcholecalciferol",Metabolism (3); Disease (3); Generic Transcription Pathway (3)
MESH:C003564,"1,25-dihydroxyergocalciferol",Metabolism (2); Disease (2); Vitamin D (calciferol) metabolism (2)
MESH:C097949,"1,25-dihydroxyvitamin D",Disease (17); Signal Transduction (15); Generic Transcription Pathway (13)
MESH:C408047,"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3",Metabolism (4); Metabolism of lipids (4); Gene expression (Transcription) (4)
MESH:C078328,"1,2,7,8-tetrachlorodibenzofuran",Metabolism (1); PPARA activates gene expression (1); Biological oxidations (1)
MESH:C503634,1-(2-amino-3-methyl-butyryl)-azetidine-2-carbonitrile,"Peptide hormone metabolism (1); Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) (1); Metabolism of proteins (1)"
MESH:C106973,"1,2-benzisothiazol-3(2H)-one, 2-(4-(4-(7-chloro-2,3-dihydro-1,4-benzodioxin-5-yl)-1-piperazinyl)butyl)-, 1,1-dioxide",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C015699,"1,2-benzisothiazoline-3-one",Cellular responses to stimuli (4); Cellular responses to stress (3); Metabolism (2)
MESH:C478160,"(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane",Disease (11); Generic Transcription Pathway (11); RNA Polymerase II Transcription (11)
MESH:C025603,"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",Immune System (16); Cellular responses to stimuli (15); Disease (12)
MESH:C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",Immune System (30); Signal Transduction (25); Cytokine Signaling in Immune system (21)
MESH:C579148,"1,2-bis(isothiazol-5-yl)disulfane",Signal Transduction (6); Metabolism of proteins (5); Disease (4)
MESH:C482518,"1,2-bis-N-cytisinylethane",Neurotransmitter receptors and postsynaptic signal transmission (3); Transmission across Chemical Synapses (3); Neuronal System (3)
MESH:C569107,"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one",Immune System (14); Signal Transduction (13); Disease (13)
MESH:C017139,1-(2-chloroethyl)-1-nitrosourea,Regulation of gene expression by Hypoxia-inducible Factor (1); Cellular response to hypoxia (1); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha (1)
MESH:C472829,"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",Disease (7); Cellular responses to stimuli (7); Signal Transduction (6)
MESH:C000596114,1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole,Signal Transduction (3); Signaling by GPCR (3); Class A/1 (Rhodopsin-like receptors) (3)
MESH:C029705,12-deoxyphorbolphenylacetate-20-acetate,Hemostasis (3); Signal Transduction (3); Immune System (3)
MESH:C012277,"1,2-diamino-4-nitrobenzene",Cellular responses to stress (6); Cellular responses to stimuli (6); Metabolism (5)
MESH:C034193,"1,2-diaminobenzene",Innate Immune System (2); Immune System (2); Neutrophil degranulation (2)
MESH:C039411,"1,2-dibromo-2,4-dicyanobutane",Immune System (5); Cytokine Signaling in Immune system (4); Cellular responses to stress (4)
MESH:C007318,"1,2-dibromo-3-chloropropane",Metabolism (2); Phase II - Conjugation of compounds (2); Glutathione conjugation (2)
MESH:C517232,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",Metabolism (6); Metabolism of steroid hormones (5); Metabolism of proteins (5)
MESH:C035384,"1,2-dichloroethylene",Metabolism (1); Synthesis of glycosylphosphatidylinositol (GPI) (1); Post-translational modification: synthesis of GPI-anchored proteins (1)
MESH:C044297,"1,2-didecanoylglycerol",Developmental Biology (1); Metabolism (1); Digestion of dietary lipid (1)
MESH:C020888,"1,2-dielaidoylphosphatidylethanolamine",Metabolism of proteins (6); Signal Transduction (4); Disease (3)
MESH:C068543,"1,2-diethyl-3-hydroxypyridin-4-one",Metabolism (3); Signal Transduction (3); Metabolism of proteins (3)
MESH:C017229,"1,2-dihydro-1,2-dihydroxy-5-methylchrysene",Metabolism (1); Phase II - Conjugation of compounds (1); Glucuronidation (1)
MESH:C044985,"1',2'-dihydrorotenone","Cell Cycle (12); Cell Cycle, Mitotic (12); Disease (11)"
MESH:C038546,"1,2-dihydrostilbene",Generic Transcription Pathway (1); Nuclear Receptor transcription pathway (1); RNA Polymerase II Transcription (1)
MESH:D014013,"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",Immune System (30); Signal Transduction (22); Cytokine Signaling in Immune system (20)
MESH:C050642,"1,2-dihydroxynaphthalene",Cellular responses to stress (5); Cellular responses to stimuli (5); Cellular response to chemical stress (5)
MESH:C015153,"1,2-dilauroylphosphatidylcholine",Metabolism (2); Metabolism of lipids (2); Drug ADME (2)
MESH:C117619,"1,2-dimethylnaphthalene",Metabolism (1); Phase II - Conjugation of compounds (1); Methylation (1)
MESH:C040234,"1,2-dinitrobenzene",Metabolism (1); Metabolism of amine-derived hormones (1); Thyroxine biosynthesis (1)
MESH:C512968,"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",PIP3 activates AKT signaling (2); Signal Transduction (2); Disease (2)
MESH:C070046,"1,2-dioleoyloxy-3-(trimethylammonium)propane",Hemostasis (1); Platelet degranulation  (1); Cytokine Signaling in Immune system (1)
MESH:C051388,"1,2-dioleoyl-sn-glycero-3-phosphoglycerol",Metabolism (1); Synthesis of 5-eicosatetraenoic acids (1); Arachidonate metabolism (1)
MESH:D015060,"1,2-Dipalmitoylphosphatidylcholine",Cytokine Signaling in Immune system (2); Signal Transduction (2); Disease (2)
MESH:C030345,"1,2-dipalmitoylphosphatidylglycerol",Metabolism (1); Synthesis of 5-eicosatetraenoic acids (1); Arachidonate metabolism (1)
MESH:C032041,"1,2-diphenylhydrazine",Hemostasis (1); Neurotransmitter receptors and postsynaptic signal transmission (1); Transmission across Chemical Synapses (1)
MESH:C039737,1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,Neurotransmitter clearance (1); Transmission across Chemical Synapses (1); Neuronal System (1)
MESH:C010942,"1,2-distearoyllecithin",PIP3 activates AKT signaling (2); Signal Transduction (2); Disease (2)
MESH:C519184,"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",PIP3 activates AKT signaling (2); Signal Transduction (2); Disease (2)
MESH:C049325,"1,2-dithiol-3-thione",Cellular responses to stress (6); Cellular responses to stimuli (6); Cellular response to chemical stress (6)
MESH:C007606,"1,2-epoxy-3-(p-nitrophenoxy)propane",Metabolism (1); Phase II - Conjugation of compounds (1); Glutathione conjugation (1)
MESH:C568514,"1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide",Disease (1); Transport of small molecules (1); SLC-mediated transmembrane transport (1)
MESH:C021201,12-HPETE,Metabolism (2); Metabolism of lipids (2); Synthesis of 5-eicosatetraenoic acids (1)
MESH:D019377,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",Metabolism (3); Metabolism of lipids (3); Golgi Cisternae Pericentriolar Stack Reorganization (2)
MESH:C008033,"12-hydroxy-5,8,10-heptadecatrienoic acid",Metabolism (2); Biological oxidations (2); Phase I - Functionalization of compounds (2)
MESH:C031263,12-hydroxydodecanoic acid,Metabolism (2); Biological oxidations (2); Phase I - Functionalization of compounds (2)
MESH:C517214,12-hydroxyellipticine,Metabolism (6); Biological oxidations (6); Cytochrome P450 - arranged by substrate type (6)
MESH:C041597,12-ketoendrin,Neurotransmitter receptors and postsynaptic signal transmission (1); Transmission across Chemical Synapses (1); Neuronal System (1)
MESH:C002448,"1,2-linoleoylphosphatidylcholine",Signal Transduction (5); Disease (4); Hemostasis (3)
MESH:C058895,1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine,Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C040083,1-(2-methoxyphenyl)piperazine,Neurotransmitter receptors and postsynaptic signal transmission (3); Transmission across Chemical Synapses (3); Neuronal System (3)
MESH:C439392,"1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline",Metabolism (4); Biological oxidations (4); Cytochrome P450 - arranged by substrate type (4)
MESH:C572052,1-((2-methylbenzofuran-3-yl)methyl)-3-(thiophen-2-ylmethyl)urea,Generic Transcription Pathway (1); SUMOylation (1); SUMO E3 ligases SUMOylate target proteins (1)
MESH:C420062,"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C527637,"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone",Signal Transduction (4); Signaling by GPCR (4); Class A/1 (Rhodopsin-like receptors) (4)
MESH:C040756,"1,2-naphthoquinone",Immune System (11); Metabolism (10); Cellular responses to stimuli (10)
MESH:C017251,"1,2-oleoylphosphatidylcholine",Metabolism (2); Metabolism of lipids (2); Drug ADME (2)
MESH:C554292,"12-O-tetradecanoylphorbol-1,3-acetate",Disease (2); Generic Transcription Pathway (2); Cellular responses to stress (2)
MESH:C576882,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,Metabolism (6); Metabolism of lipids (5); Signal Transduction (4)
MESH:C034832,"13,14-dihydro-15-ketoprostaglandin D2",Signal Transduction (2); Signaling by GPCR (2); Class A/1 (Rhodopsin-like receptors) (2)
MESH:C036808,"13,14-dihydro-15-ketoprostaglandin E1",Metabolism (1); Synthesis of Leukotrienes (LT) and Eoxins (EX) (1); Biosynthesis of Lipoxins (LX) (1)
MESH:C544516,"13,19-didesmethyl spirolide C",Neurotransmitter receptors and postsynaptic signal transmission (3); Transmission across Chemical Synapses (3); Neuronal System (3)
MESH:C582286,1-(3-((2-(dimethylamino)ethyl)carbamoyl)phenyl)-3-(4-(bis(2-chloroethyl)amino)phenyl)urea,DNA Repair (8); Generic Transcription Pathway (6); RNA Polymerase II Transcription (6)
MESH:C507420,"1,3,4,14b-tetrahydro-2,10-dimethyl-2H,10H-pyrazino(2,1-d)pyrrolo(1,2-b) (1,2,5)benzotriazepine",Signal Transduction (2); Signaling by GPCR (2); Class A/1 (Rhodopsin-like receptors) (2)
MESH:C404207,"1-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-3,4-dihydro-5-methoxy-2(1H)-quinolinone",Signal Transduction (1); Signaling by GPCR (1); Class A/1 (Rhodopsin-like receptors) (1)
MESH:C552420,"1-(3',4',5'-trimethoxyphenyl)-3-(3'',4''-dimethoxy-2'-hydroxyphenyl)propane",Signal Transduction (2); Disease (2); Apoptosis (1)
MESH:C522246,"1-(3',4'-dichloro-2-fluoro(1,1'-biphenyl)-4-yl)cyclopropanecarboxylic acid",COX reactions (1); Metabolism (1); Biological oxidations (1)
MESH:C000603962,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",Immune System (9); Cytokine Signaling in Immune system (7); Signaling by Interleukins (7)
MESH:C585955,1-(3-(4-phenoxyphenoxy)-2-oxopropyl)indole-5-carboxylic acid,Metabolism (8); Biological oxidations (7); Cytochrome P450 - arranged by substrate type (7)
MESH:C540360,"1-(3',5'-dihydroxyphenoxy)-7-(2'',4'',6''-trihydroxyphenoxy)-2,4,9-trihydroxydibenzo-1,4,-dioxin",Cytokine Signaling in Immune system (5); Immune System (5); Signaling by Interleukins (5)
MESH:C480124,"1,3,5-triallyl isocyanurate",Metabolism (2); Biological oxidations (2); Cytochrome P450 - arranged by substrate type (2)
MESH:C078329,"1,3,7,8-tetrachlorodibenzo-4-dioxin",Metabolism (1); PPARA activates gene expression (1); Biological oxidations (1)
MESH:C039222,"1,3,7-trimethyluric acid",Metabolism (1); Phase II - Conjugation of compounds (1); Methylation (1)
MESH:C053854,"1,3,8-trihydroxy-6-hydroxymethylanthraquinone",Metabolism (2); Biological oxidations (2); Cytochrome P450 - arranged by substrate type (2)
MESH:C489138,"1,3-benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile",Developmental Biology (1); Telomere Maintenance (1); Signal Transduction (1)
MESH:C534147,"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine",Signal Transduction (2); Signaling by GPCR (2); Class A/1 (Rhodopsin-like receptors) (2)
MESH:C422565,13beta-methyl 19-nor-steroid,Metabolism (1); Phase II - Conjugation of compounds (1); Cytosolic sulfonation of small molecules (1)
MESH:C489957,"1,3-bis(2-hydroxyiminomethylpyridinium)propane",Neurotransmitter clearance (1); Transmission across Chemical Synapses (1); Neuronal System (1)
MESH:C524478,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",Signal Transduction (19); Metabolism (16); Gene expression (Transcription) (15)
MESH:C031763,"1,3-butadiene",Metabolism (5); Biological oxidations (4); Drug ADME (4)
MESH:C065734,1-(3-chlorophenyl)biguanide,Neurotransmitter receptors and postsynaptic signal transmission (2); Transmission across Chemical Synapses (2); Neuronal System (2)
MESH:C015068,1-(3-chlorophenyl)piperazine,Signal Transduction (6); Neurotransmitter receptors and postsynaptic signal transmission (4); Transmission across Chemical Synapses (4)
MESH:C078415,13-cis-12-(3'-carboxyphenyl)retinoic acid,Metabolism (1); Acyl chain remodelling of PC (1); Acyl chain remodelling of PS (1)
MESH:C031338,13-cis-retinal,Metabolism (2); Biological oxidations (2); Cytochrome P450 - arranged by substrate type (2)
MESH:C517170,13-desmethylspirolide C,Neurotransmitter receptors and postsynaptic signal transmission (3); Transmission across Chemical Synapses (3); Neuronal System (3)
MESH:C547592,"1,3-di(1H-indol-3-yl)propan-2-one",Metabolism (3); Biological oxidations (2); Phase I - Functionalization of compounds (2)
MESH:C579534,"1,3-diacetoxytetradeca-6,12-dien-8,10-diyne",Cytokine Signaling in Immune system (1); Collagen degradation (1); Degradation of the extracellular matrix (1)
MESH:C023891,"1,3-dichloro-1-propene",Cytokine Signaling in Immune system (1); Signal Transduction (1); Immune System (1)
