gene_symbol,action_family,n_full,n_strict,pruned
PGAP4,activates,9,9,0
PGAP4,inhibits,14,14,0
PGAP4,modifies,2,2,0
PGAP4,other,2,,2
PGAP6,activates,13,11,2
PGAP6,inhibits,10,10,0
PGAP6,modifies,1,1,0
PGAP6,other,2,,2
PGBD1,activates,12,12,0
PGBD1,inhibits,19,19,0
PGBD1,other,2,,2
PGBD2,activates,6,6,0
PGBD2,inhibits,12,12,0
PGBD2,other,3,,3
PGBD3,activates,10,10,0
PGBD3,inhibits,14,14,0
PGBD3,other,4,,4
PGBD4,activates,7,7,0
PGBD4,inhibits,10,10,0
PGBD4,other,2,,2
PGBD5,activates,20,20,0
PGBD5,inhibits,10,10,0
PGBD5,modifies,1,1,0
PGBD5,other,1,,1
PGBP,activates,2,2,0
PGC,activates,14,14,0
PGC,inhibits,23,23,0
PGC,modifies,1,1,0
PGC,other,2,,2
PGCKA1,activates,28,26,2
PGCKA1,inhibits,10,10,0
PGCKA1,modifies,1,1,0
PGCKA1,other,5,,5
PGD,activates,74,74,0
PGD,binds,3,3,0
PGD,inhibits,26,26,0
PGD,modifies,1,1,0
PGD,other,7,,7
PGF,activates,100,95,5
PGF,inhibits,54,54,0
PGF,other,6,,6
PGGHG,activates,16,16,0
PGGHG,inhibits,21,21,0
PGGHG,modifies,1,1,0
PGGHG,other,3,,3
PGGT1B,activates,17,17,0
PGGT1B,inhibits,18,18,0
PGGT1B,other,3,,3
PGK1,activates,74,72,2
PGK1,binds,5,5,0
PGK1,inhibits,85,85,0
PGK1,modifies,2,2,0
PGK1,other,14,,14
PGK2,activates,3,3,0
PGK2,inhibits,6,6,0
PGK2,modifies,1,1,0
PGK2,other,1,,1
PGLS,activates,34,34,0
PGLS,inhibits,28,28,0
PGLS,other,4,,4
PGLS-DT,inhibits,2,2,0
PGLYRP1,activates,9,9,0
PGLYRP1,inhibits,5,5,0
PGLYRP1,modifies,1,1,0
PGLYRP1,other,2,,2
PGLYRP2,activates,12,10,2
PGLYRP2,binds,3,3,0
PGLYRP2,inhibits,23,23,0
PGLYRP2,modifies,2,2,0
PGLYRP2,other,2,,2
PGLYRP3,activates,8,8,0
PGLYRP3,inhibits,4,4,0
PGLYRP4,activates,8,8,0
PGLYRP4,inhibits,4,4,0
PGLYRP4,modifies,1,1,0
PGLYRP4,other,1,,1
PGM1,activates,42,42,0
PGM1,binds,2,2,0
PGM1,inhibits,50,50,0
PGM1,modifies,1,1,0
PGM1,other,6,,6
PGM2,activates,50,50,0
PGM2,inhibits,26,26,0
PGM2,other,5,,5
PGM2L1,activates,44,44,0
PGM2L1,inhibits,28,28,0
PGM2L1,other,5,,5
PGM3,activates,42,42,0
PGM3,binds,1,1,0
PGM3,inhibits,29,29,0
PGM3,modifies,1,1,0
PGM3,other,7,,7
PGM5,activates,8,8,0
PGM5,inhibits,34,34,0
PGM5,modifies,1,1,0
PGM5,other,2,,2
PGM5-AS1,activates,4,4,0
PGM5-AS1,inhibits,6,6,0
PGM5P2,activates,1,1,0
PGM5P2,inhibits,10,10,0
PGM5P2,other,1,,1
PGM5P3-AS1,inhibits,1,1,0
PGM5P4-AS1,activates,1,1,0
PGM5P4-AS1,inhibits,2,2,0
PGP,activates,13,13,0
PGP,inhibits,24,24,0
PGP,modifies,1,1,0
PGP,other,3,,3
PGPEP1,activates,32,30,2
PGPEP1,inhibits,37,37,0
PGPEP1,modifies,2,2,0
PGPEP1,other,5,,5
PGPEP1L,activates,4,4,0
PGPEP1L,inhibits,1,1,0
PGPEP1L,modifies,1,1,0
PGR,activates,246,244,2
PGR,binds,43,43,0
PGR,inhibits,379,378,1
PGR,modifies,9,5,4
PGR,other,15,,15
PGR-AS1,activates,1,1,0
PGRMC1,activates,25,25,0
PGRMC1,binds,4,4,0
PGRMC1,inhibits,25,25,0
PGRMC1,modifies,2,2,0
PGRMC1,other,5,,5
PGRMC2,activates,23,21,2
PGRMC2,inhibits,41,41,0
PGRMC2,other,4,,4
PGS1,activates,14,14,0
PGS1,inhibits,5,5,0
PGS1,modifies,1,1,0
PGS1,other,2,,2
PHACTR1,activates,22,22,0
PHACTR1,inhibits,11,11,0
PHACTR1,modifies,4,4,0
PHACTR1,other,3,,3
PHACTR2,activates,19,19,0
PHACTR2,inhibits,38,38,0
PHACTR2,modifies,2,2,0
PHACTR2,other,6,,6
PHACTR3,activates,18,16,2
PHACTR3,inhibits,31,31,0
PHACTR3,modifies,2,2,0
PHACTR3,other,1,,1
PHACTR4,activates,12,12,0
PHACTR4,inhibits,21,21,0
PHACTR4,modifies,4,4,0
PHACTR4,other,3,,3
PHAF1,activates,3,3,0
PHAF1,inhibits,12,12,0
PHAF1,modifies,1,1,0
PHAF1,other,1,,1
PHAX,activates,18,18,0
PHAX,inhibits,13,13,0
PHAX,other,4,,4
PHB1,activates,33,33,0
PHB1,binds,1,1,0
PHB1,inhibits,50,50,0
PHB1,modifies,2,2,0
PHB1,other,11,,11
PHB1P11,inhibits,4,4,0
PHB1P19,inhibits,1,1,0
PHB1P6,inhibits,1,1,0
PHB2,activates,34,34,0
PHB2,inhibits,18,18,0
PHB2,modifies,1,1,0
PHB2,other,4,,4
PHC1,activates,21,21,0
PHC1,inhibits,17,17,0
PHC1,modifies,1,1,0
PHC1,other,3,,3
PHC1P1,activates,1,1,0
PHC1P1,inhibits,1,1,0
PHC2,activates,19,17,2
PHC2,inhibits,21,21,0
PHC2,modifies,2,2,0
PHC2,other,7,,7
PHC2-AS1,inhibits,1,1,0
PHC3,activates,24,24,0
PHC3,inhibits,17,17,0
PHC3,modifies,3,3,0
PHC3,other,3,,3
PHETA1,activates,15,15,0
PHETA1,inhibits,13,13,0
PHETA1,other,2,,2
PHETA2,activates,12,12,0
PHETA2,inhibits,8,8,0
PHETA2,modifies,1,1,0
PHETA2,other,1,,1
PHEX,activates,20,20,0
PHEX,inhibits,11,11,0
PHEX,modifies,3,3,0
PHF1,activates,34,34,0
PHF1,inhibits,13,13,0
PHF1,modifies,1,1,0
PHF1,other,5,,5
PHF10,activates,10,8,2
PHF10,inhibits,23,23,0
PHF10,modifies,2,2,0
PHF10,other,8,,8
PHF11,activates,27,27,0
PHF11,inhibits,29,29,0
PHF11,other,3,,3
PHF12,activates,11,9,2
PHF12,inhibits,14,14,0
PHF12,modifies,1,1,0
PHF12,other,2,,2
PHF13,activates,16,16,0
PHF13,inhibits,12,12,0
PHF13,modifies,1,1,0
PHF13,other,3,,3
PHF14,activates,11,11,0
PHF14,inhibits,31,31,0
PHF14,modifies,5,5,0
PHF14,other,6,,6
PHF19,activates,27,27,0
PHF19,inhibits,57,57,0
PHF19,modifies,1,1,0
PHF19,other,4,,4
PHF2,activates,16,16,0
PHF2,inhibits,14,14,0
PHF2,other,4,,4
PHF20,activates,15,15,0
PHF20,inhibits,10,10,0
PHF20,modifies,3,3,0
PHF20L1,activates,22,20,2
PHF20L1,inhibits,31,31,0
PHF20L1,modifies,1,1,0
PHF20L1,other,3,,3
PHF21A,activates,12,12,0
PHF21A,inhibits,16,16,0
PHF21A,modifies,1,1,0
PHF21A,other,2,,2
PHF21B,activates,15,15,0
PHF21B,inhibits,9,9,0
PHF21B,modifies,1,1,0
PHF21B,other,2,,2
PHF23,activates,3,3,0
PHF23,inhibits,24,24,0
PHF23,modifies,4,4,0
PHF23,other,7,,7
PHF24,activates,17,15,2
PHF24,inhibits,3,3,0
PHF24,modifies,1,1,0
PHF24,other,1,,1
PHF2P1,inhibits,2,2,0
PHF3,activates,16,16,0
PHF3,binds,1,1,0
PHF3,inhibits,19,19,0
PHF3,modifies,2,2,0
PHF3,other,3,,3
PHF5A,activates,27,27,0
PHF5A,binds,1,1,0
PHF5A,inhibits,11,11,0
PHF5A,other,4,,4
PHF6,activates,13,13,0
PHF6,binds,1,1,0
PHF6,inhibits,27,27,0
PHF6,modifies,2,2,0
PHF6,other,2,,2
PHF7,activates,12,12,0
PHF7,inhibits,10,10,0
PHF7,other,2,,2
PHF8,activates,23,23,0
PHF8,inhibits,14,14,0
PHF8,modifies,2,2,0
PHF8,other,1,,1
PHGDH,activates,89,89,0
PHGDH,binds,3,3,0
PHGDH,inhibits,70,70,0
PHGDH,modifies,2,2,0
PHGDH,other,15,,15
PHGR1,activates,7,7,0
PHGR1,inhibits,5,5,0
PHIP,activates,28,28,0
PHIP,binds,1,1,0
PHIP,inhibits,45,45,0
PHIP,modifies,5,5,0
PHIP,other,8,,8
PHKA1,activates,17,17,0
PHKA1,inhibits,23,23,0
PHKA1,modifies,1,1,0
PHKA1,other,1,,1
PHKA1P1,activates,1,1,0
PHKA2,activates,8,8,0
PHKA2,inhibits,19,19,0
PHKA2,modifies,3,3,0
PHKA2,other,5,,5
PHKA2-AS1,inhibits,1,1,0
PHKA2-AS1,modifies,1,1,0
PHKB,activates,13,13,0
PHKB,inhibits,25,25,0
PHKB,modifies,1,1,0
PHKB,other,6,,6
PHKG1,activates,14,14,0
PHKG1,inhibits,4,4,0
PHKG1,other,1,,1
PHKG2,activates,13,11,2
PHKG2,inhibits,6,6,0
PHKG2,other,2,,2
PHLDA1,activates,113,113,0
PHLDA1,inhibits,48,48,0
PHLDA1,modifies,1,1,0
PHLDA1,other,19,,19
PHLDA2,activates,88,88,0
PHLDA2,inhibits,35,35,0
PHLDA2,other,12,,12
PHLDA3,activates,50,48,2
PHLDA3,inhibits,20,20,0
PHLDA3,other,7,,7
PHLDB1,activates,27,27,0
PHLDB1,inhibits,34,34,0
PHLDB1,modifies,4,4,0
PHLDB1,other,2,,2
PHLDB2,activates,35,33,2
PHLDB2,inhibits,41,41,0
PHLDB2,modifies,4,4,0
PHLDB2,other,7,,7
PHLDB3,activates,15,15,0
PHLDB3,inhibits,19,19,0
PHLPP1,activates,12,12,0
PHLPP1,inhibits,29,29,0
PHLPP1,modifies,2,2,0
PHLPP1,other,4,,4
PHLPP2,activates,16,16,0
PHLPP2,inhibits,24,24,0
PHLPP2,other,2,,2
PHOSPHO1,activates,15,13,2
PHOSPHO1,inhibits,10,10,0
PHOSPHO1,modifies,2,2,0
PHOSPHO1,other,4,,4
PHOSPHO2,activates,9,9,0
PHOSPHO2,binds,1,1,0
PHOSPHO2,inhibits,16,16,0
PHOSPHO2,other,2,,2
PHOSPHO2-KLHL23,activates,1,1,0
PHOSPHO2-KLHL23,inhibits,5,5,0
PHOSPHO2-KLHL23,modifies,1,1,0
PHOSPHO2-KLHL23,other,2,,2
PHOX2A,activates,5,5,0
PHOX2A,inhibits,7,7,0
PHOX2A,other,1,,1
PHOX2B,activates,6,6,0
PHOX2B,inhibits,11,11,0
PHOX2B,modifies,1,1,0
PHOX2B,other,3,,3
PHPT1,activates,20,20,0
PHPT1,inhibits,20,20,0
PHPT1,modifies,1,1,0
PHPT1,other,5,,5
PHRF1,activates,17,10,7
PHRF1,binds,1,1,0
PHRF1,inhibits,8,8,0
PHRF1,modifies,8,3,5
PHRF1,other,1,,1
PHTF1,activates,23,21,2
PHTF1,inhibits,15,15,0
PHTF1,other,3,,3
PHTF2,activates,25,25,0
PHTF2,inhibits,42,42,0
PHTF2,modifies,1,1,0
PHTF2,other,1,,1
PHYH,activates,22,22,0
PHYH,inhibits,22,22,0
PHYH,modifies,1,1,0
PHYH,other,8,,8
PHYHD1,activates,7,7,0
PHYHD1,inhibits,27,27,0
PHYHD1,other,3,,3
PHYHIP,activates,8,8,0
PHYHIP,inhibits,18,18,0
PHYHIP,modifies,1,1,0
PHYHIP,other,2,,2
PHYHIPL,activates,11,11,0
PHYHIPL,binds,1,1,0
PHYHIPL,inhibits,18,18,0
PHYHIPL,other,2,,2
PHYKPL,activates,14,14,0
PHYKPL,inhibits,23,23,0
PHYKPL,other,3,,3
PI15,activates,21,21,0
PI15,inhibits,7,7,0
PI15,modifies,1,1,0
PI16,activates,7,5,2
PI16,inhibits,9,9,0
PI3,activates,48,46,2
PI3,inhibits,14,14,0
PI3,modifies,1,1,0
PI3,other,8,,8
PI4K2A,activates,31,31,0
PI4K2A,inhibits,9,9,0
PI4K2A,modifies,2,2,0
PI4K2A,other,3,,3
PI4K2B,activates,16,16,0
PI4K2B,inhibits,32,32,0
PI4K2B,other,4,,4
PI4KA,activates,14,14,0
PI4KA,inhibits,37,37,0
PI4KA,modifies,3,3,0
PI4KA,other,4,,4
PI4KAP1,activates,6,6,0
PI4KAP1,inhibits,7,7,0
PI4KAP2,activates,11,11,0
PI4KAP2,inhibits,2,2,0
PI4KB,activates,7,7,0
PI4KB,inhibits,15,15,0
PI4KB,modifies,3,3,0
PI4KB,other,1,,1
PIANP,activates,5,5,0
PIANP,inhibits,12,12,0
PIANP,modifies,1,1,0
PIAS,activates,2,2,0
PIAS1,activates,21,21,0
PIAS1,inhibits,42,42,0
PIAS1,modifies,3,3,0
PIAS1,other,3,,3
PIAS2,activates,20,20,0
PIAS2,inhibits,10,10,0
PIAS2,other,6,,6
PIAS3,activates,23,23,0
PIAS3,inhibits,20,20,0
PIAS3,modifies,1,1,0
PIAS3,other,3,,3
PIAS4,activates,11,11,0
PIAS4,inhibits,10,10,0
PIAS4,other,3,,3
PIBF1,activates,7,7,0
PIBF1,inhibits,16,16,0
PIBF1,modifies,1,1,0
PIBF1,other,4,,4
PICALM,activates,41,38,3
PICALM,inhibits,28,28,0
PICALM,other,6,,6
PICART1,activates,7,7,0
PICART1,inhibits,8,8,0
PICK1,activates,10,10,0
PICK1,inhibits,16,16,0
PICK1,modifies,1,1,0
PICK1,other,2,,2
PICSAR,modifies,1,1,0
PID1,activates,75,73,2
PID1,inhibits,31,31,0
PID1,modifies,1,1,0
PID1,other,7,,7
PIDD1,activates,39,37,2
PIDD1,inhibits,30,30,0
PIDD1,modifies,1,1,0
PIDD1,other,7,,7
PIERCE1,activates,8,8,0
PIERCE1,inhibits,20,20,0
PIERCE1,other,3,,3
PIERCE2,activates,7,7,0
PIERCE2,inhibits,17,17,0
PIERCE2,other,1,,1
PIEZO1,activates,31,31,0
PIEZO1,binds,1,1,0
PIEZO1,inhibits,26,26,0
PIEZO1,modifies,3,3,0
PIEZO1,other,4,,4
PIEZO2,activates,26,26,0
PIEZO2,inhibits,35,35,0
PIEZO2,modifies,1,1,0
PIEZO2,other,4,,4
PIF1,activates,11,11,0
PIF1,inhibits,50,50,0
PIF1,other,4,,4
PIGA,activates,45,45,0
PIGA,inhibits,20,20,0
PIGA,modifies,2,2,0
PIGA,other,6,,6
PIGB,activates,5,5,0
PIGB,inhibits,10,10,0
PIGB,modifies,1,1,0
PIGB,other,2,,2
PIGBOS1,activates,1,1,0
PIGBOS1,inhibits,4,4,0
PIGBOS1,other,1,,1
PIGC,activates,17,17,0
PIGC,inhibits,23,23,0
PIGC,other,1,,1
PIGCP1,inhibits,1,1,0
PIGF,activates,15,15,0
PIGF,inhibits,18,18,0
PIGF,other,3,,3
PIGG,activates,13,13,0
PIGG,inhibits,9,9,0
PIGG,modifies,1,1,0
PIGG,other,3,,3
PIGH,activates,17,17,0
PIGH,binds,1,1,0
PIGH,inhibits,13,13,0
PIGH,other,4,,4
PIGK,activates,9,9,0
PIGK,inhibits,23,23,0
PIGK,other,3,,3
PIGL,activates,13,13,0
PIGL,inhibits,8,8,0
PIGL,other,1,,1
PIGM,activates,10,10,0
PIGM,inhibits,25,25,0
PIGM,other,2,,2
PIGN,activates,6,6,0
PIGN,inhibits,26,26,0
PIGN,other,4,,4
PIGO,activates,6,6,0
PIGO,inhibits,19,19,0
PIGO,other,1,,1
PIGP,activates,6,6,0
PIGP,inhibits,17,17,0
PIGP,other,4,,4
PIGQ,activates,16,16,0
PIGQ,inhibits,18,18,0
PIGQ,modifies,1,1,0
PIGQ,other,1,,1
PIGR,activates,15,15,0
PIGR,inhibits,14,14,0
PIGR,other,2,,2
PIGS,activates,17,17,0
PIGS,inhibits,15,15,0
PIGS,other,3,,3
PIGT,activates,8,8,0
PIGT,inhibits,8,8,0
PIGT,other,2,,2
PIGU,activates,34,32,2
PIGU,inhibits,48,48,0
PIGU,modifies,2,2,0
PIGU,other,7,,7
PIGV,activates,11,11,0
PIGV,inhibits,18,18,0
PIGV,modifies,3,3,0
PIGV,other,3,,3
PIGW,activates,7,7,0
PIGW,inhibits,29,29,0
PIGW,modifies,1,1,0
PIGW,other,6,,6
PIGX,activates,10,10,0
PIGX,inhibits,17,17,0
PIGX,modifies,1,1,0
PIGX,other,2,,2
PIGY,activates,8,8,0
PIGY,inhibits,4,4,0
PIGY,other,1,,1
PIGYL,inhibits,1,1,0
PIGZ,activates,13,13,0
PIGZ,inhibits,23,23,0
PIGZ,other,4,,4
PIH1D1,activates,11,11,0
PIH1D1,inhibits,14,14,0
PIH1D1,modifies,1,1,0
PIH1D1,other,3,,3
PIH1D2,activates,6,6,0
PIH1D2,inhibits,8,8,0
PIH1D2,modifies,1,1,0
PIH1D2,other,1,,1
PIK3AP1,activates,22,20,2
PIK3AP1,inhibits,23,23,0
PIK3AP1,other,2,,2
PIK3C2A,activates,40,40,0
PIK3C2A,inhibits,32,32,0
PIK3C2A,modifies,2,2,0
PIK3C2A,other,8,,8
PIK3C2B,activates,20,20,0
PIK3C2B,inhibits,45,45,0
PIK3C2B,other,4,,4
PIK3C2G,activates,4,4,0
PIK3C2G,binds,1,1,0
PIK3C2G,inhibits,27,27,0
PIK3C2G,modifies,2,2,0
PIK3C2G,other,1,,1
PIK3C3,activates,36,36,0
PIK3C3,inhibits,58,58,0
PIK3C3,modifies,2,2,0
PIK3C3,other,4,,4
PIK3CA,activates,57,57,0
PIK3CA,binds,3,3,0
PIK3CA,inhibits,122,119,3
PIK3CA,modifies,1,1,0
PIK3CA,other,13,,13
PIK3CB,activates,26,26,0
PIK3CB,inhibits,62,62,0
PIK3CB,modifies,3,3,0
PIK3CB,other,5,,5
PIK3CD,activates,43,43,0
PIK3CD,inhibits,36,36,0
PIK3CD,modifies,2,2,0
PIK3CD,other,9,,9
PIK3CD-AS1,activates,1,1,0
PIK3CD-AS1,inhibits,1,1,0
PIK3CD-AS1,modifies,1,1,0
PIK3CD-AS2,activates,1,1,0
PIK3CD-AS2,inhibits,8,8,0
PIK3CD-AS2,modifies,1,1,0
PIK3CG,activates,20,20,0
PIK3CG,binds,2,2,0
PIK3CG,inhibits,32,32,0
PIK3CG,modifies,3,3,0
PIK3CG,other,1,,1
PIK3IP1,activates,35,35,0
PIK3IP1,inhibits,22,22,0
PIK3IP1,modifies,1,1,0
PIK3IP1,other,4,,4
PIK3R1,activates,63,63,0
PIK3R1,inhibits,157,157,0
PIK3R1,modifies,1,1,0
PIK3R1,other,12,,12
PIK3R2,activates,32,32,0
PIK3R2,inhibits,45,45,0
PIK3R2,other,4,,4
PIK3R3,activates,54,54,0
PIK3R3,inhibits,66,66,0
PIK3R3,modifies,1,1,0
PIK3R3,other,8,,8
PIK3R4,activates,7,7,0
PIK3R4,binds,1,1,0
PIK3R4,inhibits,19,19,0
PIK3R4,modifies,1,1,0
PIK3R4,other,1,,1
PIK3R5,activates,22,20,2
PIK3R5,inhibits,18,17,1
PIK3R5,modifies,1,1,0
PIK3R5,other,3,,3
PIK3R6,activates,8,8,0
PIK3R6,inhibits,4,4,0
PIK3R6,modifies,1,1,0
PIK3R6,other,2,,2
PIKFYVE,activates,12,12,0
PIKFYVE,binds,1,1,0
PIKFYVE,inhibits,20,20,0
PIKFYVE,modifies,2,2,0
PIKFYVE,other,4,,4
PILRA,activates,16,16,0
PILRA,inhibits,28,28,0
PILRA,modifies,1,1,0
PILRA,other,2,,2
PILRB,activates,24,24,0
PILRB,inhibits,11,11,0
PILRB,other,4,,4
PIM1,activates,84,82,2
PIM1,inhibits,66,66,0
PIM1,other,12,,12
PIM2,activates,51,49,2
PIM2,inhibits,18,18,0
PIM2,modifies,1,1,0
PIM2,other,2,,2
PIM3,activates,36,32,4
PIM3,inhibits,10,10,0
PIM3,modifies,1,1,0
PIM3,other,7,,7
PIMREG,activates,21,21,0
PIMREG,inhibits,48,48,0
PIMREG,modifies,2,2,0
PIMREG,other,2,,2
PIN1,activates,27,27,0
PIN1,binds,2,2,0
PIN1,inhibits,42,42,0
PIN1,other,9,,9
PIN1P1,activates,1,1,0
PIN1P1,inhibits,2,2,0
PIN4,activates,17,17,0
PIN4,binds,1,1,0
PIN4,inhibits,19,19,0
PIN4,modifies,3,3,0
PIN4,other,2,,2
PIN4P1,activates,2,2,0
PIN4P1,inhibits,2,2,0
PINCR,activates,6,6,0
PINCR,inhibits,3,3,0
PINK1,activates,89,87,2
PINK1,inhibits,103,103,0
PINK1,modifies,8,5,3
PINK1,other,18,,18
PINK1-AS,activates,3,3,0
PINK1-AS,inhibits,1,1,0
PINLYP,activates,5,5,0
PINLYP,inhibits,11,11,0
PINLYP,other,1,,1
PINX1,activates,11,11,0
PINX1,binds,1,1,0
PINX1,inhibits,11,11,0
PINX1,modifies,1,1,0
PINX1,other,2,,2
PIP,activates,11,11,0
PIP,binds,2,2,0
PIP,inhibits,19,19,0
PIP,modifies,1,1,0
PIP,other,1,,1
PIP4K2A,activates,20,20,0
PIP4K2A,inhibits,38,38,0
PIP4K2A,modifies,2,2,0
PIP4K2A,other,3,,3
PIP4K2B,activates,10,10,0
PIP4K2B,inhibits,25,25,0
PIP4K2B,modifies,1,1,0
PIP4K2B,other,6,,6
PIP4K2C,activates,27,27,0
PIP4K2C,inhibits,6,6,0
PIP4K2C,other,4,,4
PIP4P1,activates,16,16,0
PIP4P1,binds,1,1,0
PIP4P1,inhibits,12,12,0
PIP4P1,other,2,,2
PIP4P2,activates,23,21,2
PIP4P2,inhibits,14,14,0
PIP4P2,modifies,1,1,0
PIP4P2,other,7,,7
PIP5K1A,activates,26,26,0
PIP5K1A,inhibits,7,7,0
PIP5K1A,modifies,3,3,0
PIP5K1B,activates,14,14,0
PIP5K1B,inhibits,29,29,0
PIP5K1B,modifies,1,1,0
PIP5K1B,other,5,,5
PIP5K1C,activates,15,13,2
PIP5K1C,inhibits,16,16,0
PIP5K1C,other,4,,4
PIP5K1P1,activates,3,3,0
PIP5K1P1,inhibits,1,1,0
PIP5KL1,activates,8,8,0
PIP5KL1,inhibits,8,8,0
PIPOX,activates,24,24,0
PIPOX,inhibits,36,36,0
PIPOX,modifies,2,2,0
PIPOX,other,5,,5
PIPSL,activates,2,2,0
PIPSL,inhibits,2,2,0
PIR,activates,102,100,2
PIR,inhibits,24,24,0
PIR,modifies,1,1,0
PIR,other,12,,12
PIRA1,activates,1,1,0
PIRAT1,activates,1,1,0
PIRT,activates,4,4,0
PIRT,inhibits,1,1,0
PISD,activates,16,14,2
PISD,inhibits,12,12,0
PISD,modifies,1,1,0
PISD,other,4,,4
PISRT1,activates,1,1,0
PITHD1,activates,28,26,2
PITHD1,inhibits,7,7,0
PITHD1,modifies,2,2,0
PITHD1,other,4,,4
PITPNA,activates,19,19,0
PITPNA,inhibits,21,21,0
PITPNA,modifies,1,1,0
PITPNA,other,5,,5
PITPNA-AS1,activates,2,2,0
PITPNA-AS1,inhibits,4,4,0
PITPNA-AS1,other,1,,1
PITPNB,activates,35,33,2
PITPNB,inhibits,20,20,0
PITPNB,other,4,,4
PITPNC1,activates,21,21,0
PITPNC1,inhibits,30,30,0
PITPNC1,modifies,2,2,0
PITPNC1,other,7,,7
PITPNM1,activates,33,31,2
PITPNM1,inhibits,15,15,0
PITPNM1,modifies,2,2,0
PITPNM1,other,2,,2
PITPNM2,activates,16,16,0
PITPNM2,inhibits,15,15,0
PITPNM2,modifies,3,3,0
PITPNM2,other,3,,3
PITPNM3,activates,13,11,2
PITPNM3,inhibits,18,18,0
PITPNM3,modifies,2,2,0
PITPNM3,other,2,,2
PITRM1,activates,26,24,2
PITRM1,inhibits,15,15,0
PITRM1,other,2,,2
PITRM1-AS1,activates,4,4,0
PITRM1-AS1,inhibits,5,5,0
PITX1,activates,18,18,0
PITX1,inhibits,18,18,0
PITX1,other,2,,2
PITX1-AS1,activates,7,7,0
PITX1-AS1,inhibits,7,7,0
PITX1-AS1,modifies,1,1,0
PITX2,activates,26,26,0
PITX2,inhibits,21,21,0
PITX2,modifies,1,1,0
PITX2,other,2,,2
PITX3,activates,6,6,0
PITX3,inhibits,5,5,0
PIWIL1,activates,6,6,0
PIWIL1,inhibits,6,6,0
PIWIL1,modifies,1,1,0
PIWIL2,activates,12,12,0
PIWIL2,inhibits,10,10,0
PIWIL2,modifies,1,1,0
PIWIL2,other,1,,1
PIWIL2-DT,activates,1,1,0
PIWIL2-DT,inhibits,4,4,0
PIWIL3,activates,4,4,0
PIWIL3,modifies,1,1,0
PIWIL4,activates,13,13,0
PIWIL4,inhibits,7,7,0
PIWIL4,other,1,,1
PJA1,activates,17,17,0
PJA1,inhibits,9,9,0
PJA1,modifies,2,2,0
PJA1,other,3,,3
PJA2,activates,24,24,0
PJA2,inhibits,15,15,0
PJA2,other,3,,3
PJVK,activates,11,11,0
PJVK,inhibits,7,7,0
PJVK,other,1,,1
PK,activates,2,2,0
PKD1,activates,26,24,2
PKD1,inhibits,13,13,0
PKD1,modifies,2,2,0
PKD1,other,2,,2
PKD1-AS1,inhibits,1,1,0
PKD1L1,activates,15,15,0
PKD1L1,inhibits,6,6,0
PKD1L1,modifies,1,1,0
PKD1L1,other,1,,1
PKD1L1-AS1,activates,5,5,0
PKD1L1-AS1,inhibits,1,1,0
PKD1L2,activates,25,25,0
PKD1L2,inhibits,22,22,0
PKD1L2,modifies,4,4,0
PKD1L2,other,4,,4
PKD1L3,activates,5,5,0
PKD1L3,inhibits,5,5,0
PKD1L3,other,2,,2
PKD1P1,activates,9,9,0
PKD1P1,inhibits,6,6,0
PKD1P1,other,1,,1
PKD1P2,activates,1,1,0
PKD1P3,other,1,,1
PKD1P3-NPIPA1,inhibits,1,1,0
PKD1P4,activates,1,1,0
PKD1P4,inhibits,1,1,0
PKD1P4-NPIPA8,inhibits,1,1,0
PKD1P5,activates,1,1,0
PKD1P5,inhibits,1,1,0
PKD1P5-LOC105376752,inhibits,1,1,0
PKD1P6,activates,6,6,0
PKD1P6,inhibits,1,1,0
PKD1P6-NPIPP1,activates,3,3,0
PKD1P6-NPIPP1,inhibits,3,3,0
PKD2,activates,29,29,0
PKD2,inhibits,36,36,0
PKD2,other,2,,2
PKD2L1,activates,16,16,0
PKD2L1,inhibits,8,8,0
PKD2L1,modifies,1,1,0
PKD2L2,activates,4,4,0
PKD2L2,inhibits,2,2,0
PKD2L2,modifies,3,3,0
PKD2L2,other,2,,2
PKDCC,activates,32,30,2
PKDCC,inhibits,40,40,0
PKDCC,other,2,,2
PKDREJ,activates,3,3,0
PKDREJ,inhibits,2,2,0
PKDREJ,modifies,2,2,0
PKDREJ,other,2,,2
PKHD1,activates,8,8,0
PKHD1,inhibits,15,15,0
PKHD1,modifies,1,1,0
PKHD1,other,1,,1
PKHD1L1,activates,8,8,0
PKHD1L1,inhibits,3,3,0
PKHD1L1,other,1,,1
PKIA,activates,15,15,0
PKIA,inhibits,28,27,1
PKIA,modifies,2,2,0
PKIA,other,7,,7
PKIA-AS1,activates,1,,1
PKIB,activates,31,31,0
PKIB,inhibits,14,14,0
PKIB,modifies,4,4,0
PKIB,other,3,,3
PKIG,activates,14,12,2
PKIG,inhibits,23,23,0
PKIG,modifies,1,1,0
PKIG,other,6,,6
PKLR,activates,17,15,2
PKLR,inhibits,41,41,0
PKLR,modifies,1,1,0
PKLR,other,6,,6
PKM,activates,152,152,0
PKM,binds,7,7,0
PKM,inhibits,131,131,0
PKM,modifies,3,3,0
PKM,other,15,,15
PKMP3,activates,1,1,0
PKMYT1,activates,52,51,1
PKMYT1,inhibits,51,51,0
PKMYT1,modifies,2,2,0
PKMYT1,other,7,,7
PKN1,activates,42,42,0
PKN1,inhibits,47,47,0
PKN1,modifies,7,7,0
